layer,src0_name,n_tokens,top_k,n_expert,ids
17,"blk.17.ffn_up_exps.weight",1,8,232,194 38 175 100 67 192 80 203
17,"blk.17.ffn_down_exps.weight",1,8,232,194 38 175 100 67 192 80 203
18,"blk.18.ffn_gate_exps.weight",1,8,232,183 193 216 120 35 53 205 93
18,"blk.18.ffn_up_exps.weight",1,8,232,183 193 216 120 35 53 205 93
18,"blk.18.ffn_down_exps.weight",1,8,232,183 193 216 120 35 53 205 93
19,"blk.19.ffn_gate_exps.weight",1,8,232,14 162 80 102 186 160 151 50
19,"blk.19.ffn_up_exps.weight",1,8,232,14 162 80 102 186 160 151 50
19,"blk.19.ffn_down_exps.weight",1,8,232,14 162 80 102 186 160 151 50
20,"blk.20.ffn_gate_exps.weight",1,8,232,142 176 178 106 116 222 231 16
20,"blk.20.ffn_up_exps.weight",1,8,232,142 176 178 106 116 222 231 16
20,"blk.20.ffn_down_exps.weight",1,8,232,142 176 178 106 116 222 231 16
21,"blk.21.ffn_gate_exps.weight",1,8,232,44 215 1 127 153 173 80 43
21,"blk.21.ffn_up_exps.weight",1,8,232,44 215 1 127 153 173 80 43
21,"blk.21.ffn_down_exps.weight",1,8,232,44 215 1 127 153 173 80 43
22,"blk.22.ffn_gate_exps.weight",1,8,232,20 53 8 62 92 209 122 12
22,"blk.22.ffn_up_exps.weight",1,8,232,20 53 8 62 92 209 122 12
22,"blk.22.ffn_down_exps.weight",1,8,232,20 53 8 62 92 209 122 12
23,"blk.23.ffn_gate_exps.weight",1,8,232,56 207 135 152 167 9 226 130
23,"blk.23.ffn_up_exps.weight",1,8,232,56 207 135 152 167 9 226 130
23,"blk.23.ffn_down_exps.weight",1,8,232,56 207 135 152 167 9 226 130
24,"blk.24.ffn_gate_exps.weight",1,8,232,75 107 97 53 15 72 67 34
24,"blk.24.ffn_up_exps.weight",1,8,232,75 107 97 53 15 72 67 34
24,"blk.24.ffn_down_exps.weight",1,8,232,75 107 97 53 15 72 67 34
25,"blk.25.ffn_gate_exps.weight",1,8,232,54 199 12 146 88 129 33 111
25,"blk.25.ffn_up_exps.weight",1,8,232,54 199 12 146 88 129 33 111
25,"blk.25.ffn_down_exps.weight",1,8,232,54 199 12 146 88 129 33 111
26,"blk.26.ffn_gate_exps.weight",1,8,232,5 110 126 228 135 53 145 155
26,"blk.26.ffn_up_exps.weight",1,8,232,5 110 126 228 135 53 145 155
26,"blk.26.ffn_down_exps.weight",1,8,232,5 110 126 228 135 53 145 155
27,"blk.27.ffn_gate_exps.weight",1,8,232,103 28 1 200 110 151 93 32
27,"blk.27.ffn_up_exps.weight",1,8,232,103 28 1 200 110 151 93 32
27,"blk.27.ffn_down_exps.weight",1,8,232,103 28 1 200 110 151 93 32
0,"blk.0.ffn_gate_exps.weight",1,8,232,116 117 103 185 82 133 20 173
0,"blk.0.ffn_up_exps.weight",1,8,232,116 117 103 185 82 133 20 173
0,"blk.0.ffn_down_exps.weight",1,8,232,116 117 103 185 82 133 20 173
1,"blk.1.ffn_gate_exps.weight",1,8,232,63 45 32 48 153 183 18 115
1,"blk.1.ffn_up_exps.weight",1,8,232,63 45 32 48 153 183 18 115
1,"blk.1.ffn_down_exps.weight",1,8,232,63 45 32 48 153 183 18 115
2,"blk.2.ffn_gate_exps.weight",1,8,232,221 187 25 196 146 23 64 206
2,"blk.2.ffn_up_exps.weight",1,8,232,221 187 25 196 146 23 64 206
2,"blk.2.ffn_down_exps.weight",1,8,232,221 187 25 196 146 23 64 206
3,"blk.3.ffn_gate_exps.weight",1,8,232,203 47 190 120 55 36 103 226
3,"blk.3.ffn_up_exps.weight",1,8,232,203 47 190 120 55 36 103 226
3,"blk.3.ffn_down_exps.weight",1,8,232,203 47 190 120 55 36 103 226
4,"blk.4.ffn_gate_exps.weight",1,8,232,169 85 88 38 139 227 101 52
4,"blk.4.ffn_up_exps.weight",1,8,232,169 85 88 38 139 227 101 52
4,"blk.4.ffn_down_exps.weight",1,8,232,169 85 88 38 139 227 101 52
5,"blk.5.ffn_gate_exps.weight",1,8,232,200 134 21 133 91 187 11 72
5,"blk.5.ffn_up_exps.weight",1,8,232,200 134 21 133 91 187 11 72
5,"blk.5.ffn_down_exps.weight",1,8,232,200 134 21 133 91 187 11 72
6,"blk.6.ffn_gate_exps.weight",1,8,232,54 213 189 124 192 97 138 169
6,"blk.6.ffn_up_exps.weight",1,8,232,54 213 189 124 192 97 138 169
6,"blk.6.ffn_down_exps.weight",1,8,232,54 213 189 124 192 97 138 169
7,"blk.7.ffn_gate_exps.weight",1,8,232,146 182 98 119 90 97 124 137
7,"blk.7.ffn_up_exps.weight",1,8,232,146 182 98 119 90 97 124 137
7,"blk.7.ffn_down_exps.weight",1,8,232,146 182 98 119 90 97 124 137
8,"blk.8.ffn_gate_exps.weight",1,8,232,27 176 161 162 202 71 83 67
8,"blk.8.ffn_up_exps.weight",1,8,232,27 176 161 162 202 71 83 67
8,"blk.8.ffn_down_exps.weight",1,8,232,27 176 161 162 202 71 83 67
9,"blk.9.ffn_gate_exps.weight",1,8,232,166 31 180 34 152 123 4 158
9,"blk.9.ffn_up_exps.weight",1,8,232,166 31 180 34 152 123 4 158
9,"blk.9.ffn_down_exps.weight",1,8,232,166 31 180 34 152 123 4 158
10,"blk.10.ffn_gate_exps.weight",1,8,232,185 211 208 77 30 106 78 175
10,"blk.10.ffn_up_exps.weight",1,8,232,185 211 208 77 30 106 78 175
10,"blk.10.ffn_down_exps.weight",1,8,232,185 211 208 77 30 106 78 175
11,"blk.11.ffn_gate_exps.weight",1,8,232,46 20 16 70 12 230 221 178
11,"blk.11.ffn_up_exps.weight",1,8,232,46 20 16 70 12 230 221 178
11,"blk.11.ffn_down_exps.weight",1,8,232,46 20 16 70 12 230 221 178
12,"blk.12.ffn_gate_exps.weight",1,8,232,117 57 24 56 51 14 82 104
12,"blk.12.ffn_up_exps.weight",1,8,232,117 57 24 56 51 14 82 104
12,"blk.12.ffn_down_exps.weight",1,8,232,117 57 24 56 51 14 82 104
13,"blk.13.ffn_gate_exps.weight",1,8,232,29 83 151 208 192 20 33 228
13,"blk.13.ffn_up_exps.weight",1,8,232,29 83 151 208 192 20 33 228
13,"blk.13.ffn_down_exps.weight",1,8,232,29 83 151 208 192 20 33 228
14,"blk.14.ffn_gate_exps.weight",1,8,232,175 121 194 227 209 5 103 197
14,"blk.14.ffn_up_exps.weight",1,8,232,175 121 194 227 209 5 103 197
14,"blk.14.ffn_down_exps.weight",1,8,232,175 121 194 227 209 5 103 197
15,"blk.15.ffn_gate_exps.weight",1,8,232,93 186 70 145 59 181 152 174
15,"blk.15.ffn_up_exps.weight",1,8,232,93 186 70 145 59 181 152 174
15,"blk.15.ffn_down_exps.weight",1,8,232,93 186 70 145 59 181 152 174
16,"blk.16.ffn_gate_exps.weight",1,8,232,205 117 99 66 81 82 72 70
16,"blk.16.ffn_up_exps.weight",1,8,232,205 117 99 66 81 82 72 70
16,"blk.16.ffn_down_exps.weight",1,8,232,205 117 99 66 81 82 72 70
17,"blk.17.ffn_gate_exps.weight",1,8,232,194 100 165 95 192 175 33 38
17,"blk.17.ffn_up_exps.weight",1,8,232,194 100 165 95 192 175 33 38
17,"blk.17.ffn_down_exps.weight",1,8,232,194 100 165 95 192 175 33 38
18,"blk.18.ffn_gate_exps.weight",1,8,232,45 90 193 47 48 69 35 120
18,"blk.18.ffn_up_exps.weight",1,8,232,45 90 193 47 48 69 35 120
18,"blk.18.ffn_down_exps.weight",1,8,232,45 90 193 47 48 69 35 120
19,"blk.19.ffn_gate_exps.weight",1,8,232,203 204 70 229 131 129 35 137
19,"blk.19.ffn_up_exps.weight",1,8,232,203 204 70 229 131 129 35 137
19,"blk.19.ffn_down_exps.weight",1,8,232,203 204 70 229 131 129 35 137
20,"blk.20.ffn_gate_exps.weight",1,8,232,184 61 172 28 161 15 77 67
20,"blk.20.ffn_up_exps.weight",1,8,232,184 61 172 28 161 15 77 67
20,"blk.20.ffn_down_exps.weight",1,8,232,184 61 172 28 161 15 77 67
21,"blk.21.ffn_gate_exps.weight",1,8,232,30 230 208 117 161 87 228 28
21,"blk.21.ffn_up_exps.weight",1,8,232,30 230 208 117 161 87 228 28
21,"blk.21.ffn_down_exps.weight",1,8,232,30 230 208 117 161 87 228 28
22,"blk.22.ffn_gate_exps.weight",1,8,232,7 62 167 45 149 32 48 63
22,"blk.22.ffn_up_exps.weight",1,8,232,7 62 167 45 149 32 48 63
22,"blk.22.ffn_down_exps.weight",1,8,232,7 62 167 45 149 32 48 63
23,"blk.23.ffn_gate_exps.weight",1,8,232,118 192 15 92 173 63 213 111
23,"blk.23.ffn_up_exps.weight",1,8,232,118 192 15 92 173 63 213 111
23,"blk.23.ffn_down_exps.weight",1,8,232,118 192 15 92 173 63 213 111
24,"blk.24.ffn_gate_exps.weight",1,8,232,151 140 142 211 118 33 147 67
24,"blk.24.ffn_up_exps.weight",1,8,232,151 140 142 211 118 33 147 67
24,"blk.24.ffn_down_exps.weight",1,8,232,151 140 142 211 118 33 147 67
25,"blk.25.ffn_gate_exps.weight",1,8,232,182 162 80 25 137 147 77 33
25,"blk.25.ffn_up_exps.weight",1,8,232,182 162 80 25 137 147 77 33
25,"blk.25.ffn_down_exps.weight",1,8,232,182 162 80 25 137 147 77 33
26,"blk.26.ffn_gate_exps.weight",1,8,232,189 120 222 201 13 155 178 191
26,"blk.26.ffn_up_exps.weight",1,8,232,189 120 222 201 13 155 178 191
26,"blk.26.ffn_down_exps.weight",1,8,232,189 120 222 201 13 155 178 191
27,"blk.27.ffn_gate_exps.weight",1,8,232,70 205 4 67 217 169 173 0
27,"blk.27.ffn_up_exps.weight",1,8,232,70 205 4 67 217 169 173 0
27,"blk.27.ffn_down_exps.weight",1,8,232,70 205 4 67 217 169 173 0
0,"blk.0.ffn_gate_exps.weight",1,8,232,29 93 70 148 149 174 173 181
0,"blk.0.ffn_up_exps.weight",1,8,232,29 93 70 148 149 174 173 181
0,"blk.0.ffn_down_exps.weight",1,8,232,29 93 70 148 149 174 173 181
1,"blk.1.ffn_gate_exps.weight",1,8,232,15 221 148 166 201 21 35 181
1,"blk.1.ffn_up_exps.weight",1,8,232,15 221 148 166 201 21 35 181
1,"blk.1.ffn_down_exps.weight",1,8,232,15 221 148 166 201 21 35 181
2,"blk.2.ffn_gate_exps.weight",1,8,232,133 102 9 152 125 178 81 216
2,"blk.2.ffn_up_exps.weight",1,8,232,133 102 9 152 125 178 81 216
2,"blk.2.ffn_down_exps.weight",1,8,232,133 102 9 152 125 178 81 216
3,"blk.3.ffn_gate_exps.weight",1,8,232,159 202 143 193 83 221 123 91
3,"blk.3.ffn_up_exps.weight",1,8,232,159 202 143 193 83 221 123 91
3,"blk.3.ffn_down_exps.weight",1,8,232,159 202 143 193 83 221 123 91
4,"blk.4.ffn_gate_exps.weight",1,8,232,29 0 163 67 145 142 158 170
4,"blk.4.ffn_up_exps.weight",1,8,232,29 0 163 67 145 142 158 170
4,"blk.4.ffn_down_exps.weight",1,8,232,29 0 163 67 145 142 158 170
5,"blk.5.ffn_gate_exps.weight",1,8,232,99 87 135 38 100 93 58 52
5,"blk.5.ffn_up_exps.weight",1,8,232,99 87 135 38 100 93 58 52
5,"blk.5.ffn_down_exps.weight",1,8,232,99 87 135 38 100 93 58 52
6,"blk.6.ffn_gate_exps.weight",1,8,232,206 61 51 132 23 169 17 108
6,"blk.6.ffn_up_exps.weight",1,8,232,206 61 51 132 23 169 17 108
6,"blk.6.ffn_down_exps.weight",1,8,232,206 61 51 132 23 169 17 108
7,"blk.7.ffn_gate_exps.weight",1,8,232,59 86 146 40 41 90 23 147
7,"blk.7.ffn_up_exps.weight",1,8,232,59 86 146 40 41 90 23 147
7,"blk.7.ffn_down_exps.weight",1,8,232,59 86 146 40 41 90 23 147
8,"blk.8.ffn_gate_exps.weight",1,8,232,144 209 183 179 34 188 140 61
8,"blk.8.ffn_up_exps.weight",1,8,232,144 209 183 179 34 188 140 61
8,"blk.8.ffn_down_exps.weight",1,8,232,144 209 183 179 34 188 140 61
9,"blk.9.ffn_gate_exps.weight",1,8,232,212 129 72 171 21 213 142 181
9,"blk.9.ffn_up_exps.weight",1,8,232,212 129 72 171 21 213 142 181
9,"blk.9.ffn_down_exps.weight",1,8,232,212 129 72 171 21 213 142 181
10,"blk.10.ffn_gate_exps.weight",1,8,232,68 47 32 162 77 135 167 117
10,"blk.10.ffn_up_exps.weight",1,8,232,68 47 32 162 77 135 167 117
10,"blk.10.ffn_down_exps.weight",1,8,232,68 47 32 162 77 135 167 117
11,"blk.11.ffn_gate_exps.weight",1,8,232,174 183 20 222 181 189 142 46
11,"blk.11.ffn_up_exps.weight",1,8,232,174 183 20 222 181 189 142 46
11,"blk.11.ffn_down_exps.weight",1,8,232,174 183 20 222 181 189 142 46
12,"blk.12.ffn_gate_exps.weight",1,8,232,61 187 70 57 23 167 48 21
12,"blk.12.ffn_up_exps.weight",1,8,232,61 187 70 57 23 167 48 21
12,"blk.12.ffn_down_exps.weight",1,8,232,61 187 70 57 23 167 48 21
13,"blk.13.ffn_gate_exps.weight",1,8,232,163 140 130 228 105 29 102 223
13,"blk.13.ffn_up_exps.weight",1,8,232,163 140 130 228 105 29 102 223
13,"blk.13.ffn_down_exps.weight",1,8,232,163 140 130 228 105 29 102 223
14,"blk.14.ffn_gate_exps.weight",1,8,232,103 37 130 123 196 194 105 46
14,"blk.14.ffn_up_exps.weight",1,8,232,103 37 130 123 196 194 105 46
14,"blk.14.ffn_down_exps.weight",1,8,232,103 37 130 123 196 194 105 46
15,"blk.15.ffn_gate_exps.weight",1,8,232,94 115 26 103 102 140 191 19
15,"blk.15.ffn_up_exps.weight",1,8,232,94 115 26 103 102 140 191 19
15,"blk.15.ffn_down_exps.weight",1,8,232,94 115 26 103 102 140 191 19
16,"blk.16.ffn_gate_exps.weight",1,8,232,172 229 112 165 198 167 150 51
16,"blk.16.ffn_up_exps.weight",1,8,232,172 229 112 165 198 167 150 51
16,"blk.16.ffn_down_exps.weight",1,8,232,172 229 112 165 198 167 150 51
17,"blk.17.ffn_gate_exps.weight",1,8,232,48 100 34 25 47 68 86 122
17,"blk.17.ffn_up_exps.weight",1,8,232,48 100 34 25 47 68 86 122
17,"blk.17.ffn_down_exps.weight",1,8,232,48 100 34 25 47 68 86 122
18,"blk.18.ffn_gate_exps.weight",1,8,232,39 148 38 165 175 208 13 51
18,"blk.18.ffn_up_exps.weight",1,8,232,39 148 38 165 175 208 13 51
18,"blk.18.ffn_down_exps.weight",1,8,232,39 148 38 165 175 208 13 51
19,"blk.19.ffn_gate_exps.weight",1,8,232,46 79 22 164 228 31 144 121
19,"blk.19.ffn_up_exps.weight",1,8,232,46 79 22 164 228 31 144 121
19,"blk.19.ffn_down_exps.weight",1,8,232,46 79 22 164 228 31 144 121
20,"blk.20.ffn_gate_exps.weight",1,8,232,85 83 68 120 6 43 62 31
20,"blk.20.ffn_up_exps.weight",1,8,232,85 83 68 120 6 43 62 31
20,"blk.20.ffn_down_exps.weight",1,8,232,85 83 68 120 6 43 62 31
21,"blk.21.ffn_gate_exps.weight",1,8,232,151 33 150 119 211 68 71 229
21,"blk.21.ffn_up_exps.weight",1,8,232,151 33 150 119 211 68 71 229
21,"blk.21.ffn_down_exps.weight",1,8,232,151 33 150 119 211 68 71 229
22,"blk.22.ffn_gate_exps.weight",1,8,232,5 46 107 23 77 126 147 162
22,"blk.22.ffn_up_exps.weight",1,8,232,5 46 107 23 77 126 147 162
22,"blk.22.ffn_down_exps.weight",1,8,232,5 46 107 23 77 126 147 162
23,"blk.23.ffn_gate_exps.weight",1,8,232,37 42 60 101 43 2 71 84
23,"blk.23.ffn_up_exps.weight",1,8,232,37 42 60 101 43 2 71 84
23,"blk.23.ffn_down_exps.weight",1,8,232,37 42 60 101 43 2 71 84
24,"blk.24.ffn_gate_exps.weight",1,8,232,134 69 150 84 13 115 19 49
24,"blk.24.ffn_up_exps.weight",1,8,232,134 69 150 84 13 115 19 49
24,"blk.24.ffn_down_exps.weight",1,8,232,134 69 150 84 13 115 19 49
25,"blk.25.ffn_gate_exps.weight",1,8,232,22 67 63 94 140 191 50 19
25,"blk.25.ffn_up_exps.weight",1,8,232,22 67 63 94 140 191 50 19
25,"blk.25.ffn_down_exps.weight",1,8,232,22 67 63 94 140 191 50 19
26,"blk.26.ffn_gate_exps.weight",1,8,232,173 21 149 83 22 55 24 119
26,"blk.26.ffn_up_exps.weight",1,8,232,173 21 149 83 22 55 24 119
26,"blk.26.ffn_down_exps.weight",1,8,232,173 21 149 83 22 55 24 119
27,"blk.27.ffn_gate_exps.weight",1,8,232,230 114 133 3 8 123 35 7
27,"blk.27.ffn_up_exps.weight",1,8,232,230 114 133 3 8 123 35 7
27,"blk.27.ffn_down_exps.weight",1,8,232,230 114 133 3 8 123 35 7
0,"blk.0.ffn_gate_exps.weight",1,8,232,91 83 32 230 144 149 214 217
0,"blk.0.ffn_up_exps.weight",1,8,232,91 83 32 230 144 149 214 217
0,"blk.0.ffn_down_exps.weight",1,8,232,91 83 32 230 144 149 214 217
1,"blk.1.ffn_gate_exps.weight",1,8,232,67 73 95 170 187 52 105 0
1,"blk.1.ffn_up_exps.weight",1,8,232,67 73 95 170 187 52 105 0
1,"blk.1.ffn_down_exps.weight",1,8,232,67 73 95 170 187 52 105 0
2,"blk.2.ffn_gate_exps.weight",1,8,232,207 188 195 151 104 73 49 156
2,"blk.2.ffn_up_exps.weight",1,8,232,207 188 195 151 104 73 49 156
2,"blk.2.ffn_down_exps.weight",1,8,232,207 188 195 151 104 73 49 156
3,"blk.3.ffn_gate_exps.weight",1,8,232,63 154 184 175 219 90 141 225
3,"blk.3.ffn_up_exps.weight",1,8,232,63 154 184 175 219 90 141 225
3,"blk.3.ffn_down_exps.weight",1,8,232,63 154 184 175 219 90 141 225
4,"blk.4.ffn_gate_exps.weight",1,8,232,71 49 210 136 123 15 24 90
4,"blk.4.ffn_up_exps.weight",1,8,232,71 49 210 136 123 15 24 90
4,"blk.4.ffn_down_exps.weight",1,8,232,71 49 210 136 123 15 24 90
5,"blk.5.ffn_gate_exps.weight",1,8,232,172 205 186 46 193 115 108 124
5,"blk.5.ffn_up_exps.weight",1,8,232,172 205 186 46 193 115 108 124
5,"blk.5.ffn_down_exps.weight",1,8,232,172 205 186 46 193 115 108 124
6,"blk.6.ffn_gate_exps.weight",1,8,232,164 201 2 105 183 118 187 115
6,"blk.6.ffn_up_exps.weight",1,8,232,164 201 2 105 183 118 187 115
6,"blk.6.ffn_down_exps.weight",1,8,232,164 201 2 105 183 118 187 115
7,"blk.7.ffn_gate_exps.weight",1,8,232,145 125 216 6 26 36 106 39
7,"blk.7.ffn_up_exps.weight",1,8,232,145 125 216 6 26 36 106 39
7,"blk.7.ffn_down_exps.weight",1,8,232,145 125 216 6 26 36 106 39
8,"blk.8.ffn_gate_exps.weight",1,8,232,64 193 167 35 109 186 128 29
8,"blk.8.ffn_up_exps.weight",1,8,232,64 193 167 35 109 186 128 29
8,"blk.8.ffn_down_exps.weight",1,8,232,64 193 167 35 109 186 128 29
9,"blk.9.ffn_gate_exps.weight",1,8,232,145 102 141 48 223 147 9 185
9,"blk.9.ffn_up_exps.weight",1,8,232,145 102 141 48 223 147 9 185
9,"blk.9.ffn_down_exps.weight",1,8,232,145 102 141 48 223 147 9 185
10,"blk.10.ffn_gate_exps.weight",1,8,232,127 81 80 22 171 89 209 28
10,"blk.10.ffn_up_exps.weight",1,8,232,127 81 80 22 171 89 209 28
10,"blk.10.ffn_down_exps.weight",1,8,232,127 81 80 22 171 89 209 28
11,"blk.11.ffn_gate_exps.weight",1,8,232,14 50 123 189 161 225 210 16
11,"blk.11.ffn_up_exps.weight",1,8,232,14 50 123 189 161 225 210 16
11,"blk.11.ffn_down_exps.weight",1,8,232,14 50 123 189 161 225 210 16
12,"blk.12.ffn_gate_exps.weight",1,8,232,38 168 121 74 122 210 17 68
12,"blk.12.ffn_up_exps.weight",1,8,232,38 168 121 74 122 210 17 68
12,"blk.12.ffn_down_exps.weight",1,8,232,38 168 121 74 122 210 17 68
13,"blk.13.ffn_gate_exps.weight",1,8,232,75 77 100 228 137 195 133 112
13,"blk.13.ffn_up_exps.weight",1,8,232,75 77 100 228 137 195 133 112
13,"blk.13.ffn_down_exps.weight",1,8,232,75 77 100 228 137 195 133 112
14,"blk.14.ffn_gate_exps.weight",1,8,232,122 44 154 96 97 210 43 206
14,"blk.14.ffn_up_exps.weight",1,8,232,122 44 154 96 97 210 43 206
14,"blk.14.ffn_down_exps.weight",1,8,232,122 44 154 96 97 210 43 206
15,"blk.15.ffn_gate_exps.weight",1,8,232,131 94 47 30 153 24 13 92
15,"blk.15.ffn_up_exps.weight",1,8,232,131 94 47 30 153 24 13 92
15,"blk.15.ffn_down_exps.weight",1,8,232,131 94 47 30 153 24 13 92
16,"blk.16.ffn_gate_exps.weight",1,8,232,67 189 199 174 148 145 122 104
16,"blk.16.ffn_up_exps.weight",1,8,232,67 189 199 174 148 145 122 104
16,"blk.16.ffn_down_exps.weight",1,8,232,67 189 199 174 148 145 122 104
17,"blk.17.ffn_gate_exps.weight",1,8,232,141 62 228 9 178 179 20 191
17,"blk.17.ffn_up_exps.weight",1,8,232,141 62 228 9 178 179 20 191
17,"blk.17.ffn_down_exps.weight",1,8,232,141 62 228 9 178 179 20 191
18,"blk.18.ffn_gate_exps.weight",1,8,232,198 221 171 124 84 55 161 231
18,"blk.18.ffn_up_exps.weight",1,8,232,198 221 171 124 84 55 161 231
18,"blk.18.ffn_down_exps.weight",1,8,232,198 221 171 124 84 55 161 231
19,"blk.19.ffn_gate_exps.weight",1,8,232,183 149 130 192 145 67 79 51
19,"blk.19.ffn_up_exps.weight",1,8,232,183 149 130 192 145 67 79 51
19,"blk.19.ffn_down_exps.weight",1,8,232,183 149 130 192 145 67 79 51
20,"blk.20.ffn_gate_exps.weight",1,8,232,71 94 63 35 68 200 66 168
20,"blk.20.ffn_up_exps.weight",1,8,232,71 94 63 35 68 200 66 168
20,"blk.20.ffn_down_exps.weight",1,8,232,71 94 63 35 68 200 66 168
21,"blk.21.ffn_gate_exps.weight",1,8,232,3 92 74 25 21 114 187 85
21,"blk.21.ffn_up_exps.weight",1,8,232,3 92 74 25 21 114 187 85
21,"blk.21.ffn_down_exps.weight",1,8,232,3 92 74 25 21 114 187 85
22,"blk.22.ffn_gate_exps.weight",1,8,232,157 42 5 107 65 223 15 19
22,"blk.22.ffn_up_exps.weight",1,8,232,157 42 5 107 65 223 15 19
22,"blk.22.ffn_down_exps.weight",1,8,232,157 42 5 107 65 223 15 19
23,"blk.23.ffn_gate_exps.weight",1,8,232,41 64 37 44 42 90 43 68
23,"blk.23.ffn_up_exps.weight",1,8,232,41 64 37 44 42 90 43 68
23,"blk.23.ffn_down_exps.weight",1,8,232,41 64 37 44 42 90 43 68
24,"blk.24.ffn_gate_exps.weight",1,8,232,134 7 13 228 69 10 20 17
24,"blk.24.ffn_up_exps.weight",1,8,232,134 7 13 228 69 10 20 17
24,"blk.24.ffn_down_exps.weight",1,8,232,134 7 13 228 69 10 20 17
25,"blk.25.ffn_gate_exps.weight",1,8,232,22 63 3 94 67 183 212 19
25,"blk.25.ffn_up_exps.weight",1,8,232,22 63 3 94 67 183 212 19
25,"blk.25.ffn_down_exps.weight",1,8,232,22 63 3 94 67 183 212 19
26,"blk.26.ffn_gate_exps.weight",1,8,232,156 16 3 33 2 173 205 25
26,"blk.26.ffn_up_exps.weight",1,8,232,156 16 3 33 2 173 205 25
26,"blk.26.ffn_down_exps.weight",1,8,232,156 16 3 33 2 173 205 25
27,"blk.27.ffn_gate_exps.weight",1,8,232,227 81 26 96 189 230 68 154
27,"blk.27.ffn_up_exps.weight",1,8,232,227 81 26 96 189 230 68 154
27,"blk.27.ffn_down_exps.weight",1,8,232,227 81 26 96 189 230 68 154
0,"blk.0.ffn_gate_exps.weight",1,8,232,83 144 86 110 202 230 148 214
0,"blk.0.ffn_up_exps.weight",1,8,232,83 144 86 110 202 230 148 214
0,"blk.0.ffn_down_exps.weight",1,8,232,83 144 86 110 202 230 148 214
1,"blk.1.ffn_gate_exps.weight",1,8,232,95 127 187 38 170 67 98 224
1,"blk.1.ffn_up_exps.weight",1,8,232,95 127 187 38 170 67 98 224
1,"blk.1.ffn_down_exps.weight",1,8,232,95 127 187 38 170 67 98 224
2,"blk.2.ffn_gate_exps.weight",1,8,232,73 40 117 50 75 156 132 105
2,"blk.2.ffn_up_exps.weight",1,8,232,73 40 117 50 75 156 132 105
2,"blk.2.ffn_down_exps.weight",1,8,232,73 40 117 50 75 156 132 105
3,"blk.3.ffn_gate_exps.weight",1,8,232,63 154 184 65 219 90 160 171
3,"blk.3.ffn_up_exps.weight",1,8,232,63 154 184 65 219 90 160 171
3,"blk.3.ffn_down_exps.weight",1,8,232,63 154 184 65 219 90 160 171
4,"blk.4.ffn_gate_exps.weight",1,8,232,123 90 64 46 49 57 54 13
4,"blk.4.ffn_up_exps.weight",1,8,232,123 90 64 46 49 57 54 13
4,"blk.4.ffn_down_exps.weight",1,8,232,123 90 64 46 49 57 54 13
5,"blk.5.ffn_gate_exps.weight",1,8,232,191 193 188 14 115 186 155 172
5,"blk.5.ffn_up_exps.weight",1,8,232,191 193 188 14 115 186 155 172
5,"blk.5.ffn_down_exps.weight",1,8,232,191 193 188 14 115 186 155 172
6,"blk.6.ffn_gate_exps.weight",1,8,232,203 183 201 115 105 137 166 122
6,"blk.6.ffn_up_exps.weight",1,8,232,203 183 201 115 105 137 166 122
6,"blk.6.ffn_down_exps.weight",1,8,232,203 183 201 115 105 137 166 122
7,"blk.7.ffn_gate_exps.weight",1,8,232,216 113 140 26 205 79 108 14
7,"blk.7.ffn_up_exps.weight",1,8,232,216 113 140 26 205 79 108 14
7,"blk.7.ffn_down_exps.weight",1,8,232,216 113 140 26 205 79 108 14
8,"blk.8.ffn_gate_exps.weight",1,8,232,218 7 186 64 200 129 126 157
8,"blk.8.ffn_up_exps.weight",1,8,232,218 7 186 64 200 129 126 157
8,"blk.8.ffn_down_exps.weight",1,8,232,218 7 186 64 200 129 126 157
9,"blk.9.ffn_gate_exps.weight",1,8,232,147 117 145 102 68 141 19 48
9,"blk.9.ffn_up_exps.weight",1,8,232,147 117 145 102 68 141 19 48
9,"blk.9.ffn_down_exps.weight",1,8,232,147 117 145 102 68 141 19 48
10,"blk.10.ffn_gate_exps.weight",1,8,232,227 77 22 222 80 81 143 26
10,"blk.10.ffn_up_exps.weight",1,8,232,227 77 22 222 80 81 143 26
10,"blk.10.ffn_down_exps.weight",1,8,232,227 77 22 222 80 81 143 26
11,"blk.11.ffn_gate_exps.weight",1,8,232,125 161 123 217 152 20 30 159
11,"blk.11.ffn_up_exps.weight",1,8,232,125 161 123 217 152 20 30 159
11,"blk.11.ffn_down_exps.weight",1,8,232,125 161 123 217 152 20 30 159
12,"blk.12.ffn_gate_exps.weight",1,8,232,122 222 168 17 154 11 219 151
12,"blk.12.ffn_up_exps.weight",1,8,232,122 222 168 17 154 11 219 151
12,"blk.12.ffn_down_exps.weight",1,8,232,122 222 168 17 154 11 219 151
13,"blk.13.ffn_gate_exps.weight",1,8,232,228 133 9 112 223 29 195 65
13,"blk.13.ffn_up_exps.weight",1,8,232,228 133 9 112 223 29 195 65
13,"blk.13.ffn_down_exps.weight",1,8,232,228 133 9 112 223 29 195 65
14,"blk.14.ffn_gate_exps.weight",1,8,232,63 217 154 226 94 30 122 223
14,"blk.14.ffn_up_exps.weight",1,8,232,63 217 154 226 94 30 122 223
14,"blk.14.ffn_down_exps.weight",1,8,232,63 217 154 226 94 30 122 223
15,"blk.15.ffn_gate_exps.weight",1,8,232,94 154 47 162 176 110 19 92
